,className,classStanding,isTransfer,major,gpa,age,gender,exerciseHrs,gymVisits,mentalHealth,timeToSleep,hrsSleep,energyLevels,caffeineFreq,caffeineType,caffeineIntake,units
119,CS111,Senior,0,CS major,2.50 - 2.99,20 - 22,Male,4 - 5 hours,5 - 6 times,2,15 - 30 minutes,4 - 5 hours,1,Once per week,"Coffee, Energy drink",Less than 12 oz (about 1 cup),12-15
120,CS10C,Sophomore,0,Data Science major,3.67 - 4.0,18 - 20,Male,More than 5+ hours,3 - 4 times,4,15 - 30 minutes,6 - 7 hours,3,Once per week,Energy drink,12-24 oz (1 - 2 cups),>15
121,CS10C,Sophomore,0,Data Science major,2.50 - 2.99,18 - 20,Male,2 - 3 hours,5 - 6 times,3,15 - 30 minutes,6 - 7 hours,2,Once per week,"Tea, Energy drink",Less than 12 oz (about 1 cup),>15
122,CS105,Senior,0,Other,3.67 - 4.0,20 - 22,Female,0 - 1 hours,"0, I don't go to the gym",1,60+ minutes,0 - 3 hours,1,Once per day,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),12-15
123,CS10C,Sophomore,0,Mathematics major,3.00 - 3.33,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",2,30 - 45 minutes,6 - 7 hours,2,Once per week,Tea,12-24 oz (1 - 2 cups),>15
124,CS111,Junior,0,CS major,3.34 - 3.66,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",2,30 - 45 minutes,4 - 5 hours,3,Once per day,"Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
125,CS10C,Sophomore,0,CS major,2.00 - 2.49,26+,Male,4 - 5 hours,3 - 4 times,4,30 - 45 minutes,5 - 6 hours,3,Once per day,"Coffee, Energy drink",25-48 oz (2 - 4 cups),12-15
126,CS111,Sophomore,0,Other,3.34 - 3.66,18 - 20,Transfem,0 - 1 hours,"0, I don't go to the gym",1,60+ minutes,6 - 7 hours,4,Multiple times per week,Tea,25-48 oz (2 - 4 cups),12-15
127,CS10C,Junior,1,CS major,3.00 - 3.33,22 - 24,Male,More than 5+ hours,5 - 6 times,3,15 - 30 minutes,5 - 6 hours,2,Once per day,"Tea, Energy drink",Less than 12 oz (about 1 cup),12-15
128,"CS111, CS10C",Junior,0,Other,Prefer not to say,20 - 22,Male,More than 5+ hours,3 - 4 times,1,15 - 30 minutes,5 - 6 hours,1,I don't consume them at all,None,0 oz,12-15
129,CS105,Graduate,0,CS major,3.34 - 3.66,24 - 26,Male,0 - 1 hours,"0, I don't go to the gym",3,60+ minutes,7 - 8 hours,3,Once per week,Tea,Less than 12 oz (about 1 cup),12-15
130,CS105,Junior,0,Other,3.67 - 4.0,20 - 22,Male,4 - 5 hours,3 - 4 times,3,15 - 30 minutes,4 - 5 hours,3,Multiple times per week,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),>15
131,CS111,Junior,0,CS major,3.00 - 3.33,20 - 22,Female,2 - 3 hours,1 - 2 times,3,0 - 15 minutes,5 - 6 hours,3,Once per day,"Tea, Coffee",25-48 oz (2 - 4 cups),12-15
132,CS111,Junior,0,Data Science major,2.50 - 2.99,20 - 22,Male,Prefer not to say,"0, I don't go to the gym",3,15 - 30 minutes,7 - 8 hours,3,Once per week,"Coffee, Energy drink",0 oz,12-15
133,CS111,Junior,0,CS major,3.67 - 4.0,18 - 20,Male,More than 5+ hours,3 - 4 times,4,30 - 45 minutes,6 - 7 hours,3,Multiple times per week,Coffee,More than 72 oz (over 6 cups),12-15
134,CS111,Junior,0,CS major,3.67 - 4.0,20 - 22,Male,4 - 5 hours,3 - 4 times,2,30 - 45 minutes,6 - 7 hours,2,Once per week,"Tea, Coffee",Less than 12 oz (about 1 cup),>15
135,CS10C,Sophomore,1,CS major,3.00 - 3.33,18 - 20,Female,4 - 5 hours,"0, I don't go to the gym",2,45 - 60 minutes,6 - 7 hours,2,Once per day,Coffee,Less than 12 oz (about 1 cup),12-15
136,CS111,Junior,0,CEN or EE major,3.00 - 3.33,20 - 22,Female,2 - 3 hours,3 - 4 times,2,45 - 60 minutes,5 - 6 hours,2,Once per day,Coffee,25-48 oz (2 - 4 cups),>15
137,CS111,Junior,1,CS major,3.67 - 4.0,20 - 22,Male,More than 5+ hours,"0, I don't go to the gym",3,15 - 30 minutes,6 - 7 hours,2,,Energy drink,0 oz,12-15
138,CS105,Junior,1,CS major,Prefer not to say,20 - 22,Male,2 - 3 hours,1 - 2 times,2,15 - 30 minutes,5 - 6 hours,3,Multiple times per week,"Coffee, Energy drink",Less than 12 oz (about 1 cup),>15
139,CS10C,Junior,1,CEN or EE major,3.67 - 4.0,26+,Female,2 - 3 hours,3 - 4 times,1,60+ minutes,4 - 5 hours,1,Once per day,"Coffee, Energy drink",25-48 oz (2 - 4 cups),12-15
140,CS10C,Sophomore,0,CS major,3.67 - 4.0,18 - 20,Male,More than 5+ hours,3 - 4 times,2,60+ minutes,5 - 6 hours,3,Multiple times per week,Coffee,Less than 12 oz (about 1 cup),12-15
141,CS111,Senior,0,CSBA major,3.67 - 4.0,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",3,15 - 30 minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,12-15
142,CS111,Junior,1,CS major,3.34 - 3.66,20 - 22,Female,0 - 1 hours,"0, I don't go to the gym",2,15 - 30 minutes,5 - 6 hours,3,I don't consume them at all,None,0 oz,12-15
143,CS10C,Junior,0,CSBA major,3.67 - 4.0,18 - 20,Female,2 - 3 hours,1 - 2 times,3,30 - 45 minutes,7 - 8 hours,3,Once per week,Tea,Less than 12 oz (about 1 cup),>15
144,CS10C,Sophomore,0,CEN or EE major,3.67 - 4.0,18 - 20,Male,4 - 5 hours,3 - 4 times,3,45 - 60 minutes,5 - 6 hours,2,Once per day,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),>15
145,CS10C,Sophomore,0,CSBA major,3.67 - 4.0,18 - 20,Male,2 - 3 hours,"0, I don't go to the gym",2,30 - 45 minutes,7 - 8 hours,3,Multiple times per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),>15
146,CS10C,Sophomore,0,CS major,3.67 - 4.0,18 - 20,Male,4 - 5 hours,5 - 6 times,4,15 - 30 minutes,5 - 6 hours,3,Once per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),12-15
147,CS10C,Sophomore,0,CSBA major,3.34 - 3.66,18 - 20,Male,More than 5+ hours,5 - 6 times,5,0 - 15 minutes,7 - 8 hours,4,Multiple times per week,"Tea, Coffee",12-24 oz (1 - 2 cups),>15
148,CS10C,Senior,1,Data Science major,2.00 - 2.49,22 - 24,Male,More than 5+ hours,3 - 4 times,3,60+ minutes,8 - 9 hours,2,Once per week,Tea,Less than 12 oz (about 1 cup),12-15
149,CS10C,Junior,0,CS major,3.67 - 4.0,18 - 20,Male,2 - 3 hours,1 - 2 times,4,15 - 30 minutes,6 - 7 hours,3,Once per day,Coffee,12-24 oz (1 - 2 cups),12-15
150,CS10C,Junior,0,Data Science major,2.50 - 2.99,20 - 22,Male,More than 5+ hours,3 - 4 times,2,30 - 45 minutes,6 - 7 hours,3,Once per day,"Coffee, Energy drink",25-48 oz (2 - 4 cups),>15
151,CS111,Senior,0,CSBA major,3.00 - 3.33,20 - 22,Male,More than 5+ hours,5 - 6 times,4,45 - 60 minutes,4 - 5 hours,3,Once per week,Energy drink,12-24 oz (1 - 2 cups),>15
152,CS10C,Sophomore,0,CS major,3.34 - 3.66,18 - 20,Male,2 - 3 hours,1 - 2 times,2,0 - 15 minutes,6 - 7 hours,2,Multiple times per week,Coffee,Less than 12 oz (about 1 cup),>15
153,CS105,Junior,0,CS major,3.67 - 4.0,18 - 20,Male,More than 5+ hours,5 - 6 times,4,15 - 30 minutes,5 - 6 hours,3,,Energy drink,0 oz,>15
154,CS10C,Sophomore,0,CS major,3.34 - 3.66,18 - 20,Male,4 - 5 hours,3 - 4 times,3,15 - 30 minutes,5 - 6 hours,3,I don't consume them at all,None,0 oz,>15
155,CS10C,Junior,1,CS major,3.67 - 4.0,20 - 22,Female,2 - 3 hours,"0, I don't go to the gym",2,60+ minutes,4 - 5 hours,2,Multiple times per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
156,CS10C,Junior,0,Data Science major,3.00 - 3.33,18 - 20,Female,More than 5+ hours,1 - 2 times,2,15 - 30 minutes,5 - 6 hours,3,Once per day,Coffee,Less than 12 oz (about 1 cup),12-15
157,CS10C,Junior,1,CS major,Prefer not to say,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",3,15 - 30 minutes,4 - 5 hours,3,I don't consume them at all,Tea,0 oz,12-15
158,CS10C,Sophomore,0,CS major,2.50 - 2.99,18 - 20,Male,2 - 3 hours,1 - 2 times,4,15 - 30 minutes,6 - 7 hours,3,Multiple times per week,"Tea, Coffee",12-24 oz (1 - 2 cups),12-15
159,CS10C,Sophomore,0,CS major,3.00 - 3.33,18 - 20,Female,2 - 3 hours,"0, I don't go to the gym",3,0 - 15 minutes,5 - 6 hours,3,Multiple times per week,"Tea, Coffee",12-24 oz (1 - 2 cups),>15
160,CS10C,Extension ,0,Other,Prefer not to say,26+,Male,2 - 3 hours,3 - 4 times,2,0 - 15 minutes,5 - 6 hours,4,Once per day,Coffee,12-24 oz (1 - 2 cups),<12
161,CS10C,Junior,0,Other,3.34 - 3.66,20 - 22,Female,0 - 1 hours,"0, I don't go to the gym",3,15 - 30 minutes,7 - 8 hours,4,I don't consume them at all,None,0 oz,12-15
162,CS10C,Junior,1,CS major,Prefer not to say,22 - 24,Male,0 - 1 hours,"0, I don't go to the gym",3,30 - 45 minutes,5 - 6 hours,3,Once per week,Coffee,12-24 oz (1 - 2 cups),12-15
163,CS111,Junior,0,CS major,3.67 - 4.0,18 - 20,Male,More than 5+ hours,3 - 4 times,4,30 - 45 minutes,4 - 5 hours,3,Multiple times per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
164,CS10C,Sophomore,0,CS major,3.34 - 3.66,18 - 20,Male,4 - 5 hours,3 - 4 times,3,0 - 15 minutes,5 - 6 hours,3,Once per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
165,CS10C,Sophomore,0,Data Science major,Prefer not to say,18 - 20,Male,0 - 1 hours,"0, I don't go to the gym",2,15 - 30 minutes,4 - 5 hours,2,Once per week,Energy drink,Less than 12 oz (about 1 cup),>15
166,CS111,Junior,0,CS major,3.34 - 3.66,18 - 20,Male,0 - 1 hours,"0, I don't go to the gym",4,15 - 30 minutes,5 - 6 hours,3,I don't consume them at all,None,0 oz,>15
167,CS10C,Sophomore,0,CSBA major,3.00 - 3.33,18 - 20,Male,4 - 5 hours,3 - 4 times,4,60+ minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,>15
168,CS10C,Sophomore,0,CS major,3.00 - 3.33,18 - 20,Male,4 - 5 hours,3 - 4 times,3,30 - 45 minutes,6 - 7 hours,4,I don't consume them at all,None,0 oz,12-15
169,CS10C,Sophomore,0,Other,3.00 - 3.33,18 - 20,Male,More than 5+ hours,"0, I don't go to the gym",4,30 - 45 minutes,6 - 7 hours,3,Once per week,Tea,Less than 12 oz (about 1 cup),12-15
170,CS10C,Junior,0,CEN or EE major,3.34 - 3.66,20 - 22,Female,4 - 5 hours,"0, I don't go to the gym",2,30 - 45 minutes,4 - 5 hours,3,Once per week,"Tea, Coffee",12-24 oz (1 - 2 cups),12-15
171,CS10C,Sophomore,0,CS major,3.34 - 3.66,18 - 20,Male,4 - 5 hours,3 - 4 times,2,60+ minutes,4 - 5 hours,3,Once per week,"Coffee, Energy drink",Less than 12 oz (about 1 cup),12-15
172,CS10C,Sophomore,0,Data Science major,3.67 - 4.0,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",3,30 - 45 minutes,6 - 7 hours,2,Once per week,Energy drink,Less than 12 oz (about 1 cup),>15
173,CS10C,Junior,1,CS major,3.34 - 3.66,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",2,15 - 30 minutes,0 - 3 hours,2,I don't consume them at all,None,0 oz,12-15
174,CS10C,Sophomore,0,Data Science major,3.67 - 4.0,18 - 20,Female,2 - 3 hours,"0, I don't go to the gym",3,30 - 45 minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,>15
175,CS10C,Sophomore,0,Other,3.00 - 3.33,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",3,15 - 30 minutes,5 - 6 hours,3,I don't consume them at all,None,0 oz,12-15
176,CS10C,Sophomore,1,CS major,3.67 - 4.0,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",4,0 - 15 minutes,7 - 8 hours,4,Once per week,Other,Less than 12 oz (about 1 cup),12-15
177,CS105,Junior,1,CEN or EE major,Prefer not to say,20 - 22,Male,More than 5+ hours,5 - 6 times,3,15 - 30 minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,>15
178,CS10C,Sophomore,0,Other,3.34 - 3.66,18 - 20,Male,0 - 1 hours,"0, I don't go to the gym",4,15 - 30 minutes,6 - 7 hours,3,Multiple times per week,"Tea, Coffee",12-24 oz (1 - 2 cups),>15
179,CS10C,Sophomore,0,CS major,2.50 - 2.99,18 - 20,Male,2 - 3 hours,1 - 2 times,2,30 - 45 minutes,6 - 7 hours,3,Once per week,Coffee,Less than 12 oz (about 1 cup),>15
180,CS10C,Senior,1,Other,3.34 - 3.66,22 - 24,Female,0 - 1 hours,"0, I don't go to the gym",3,0 - 15 minutes,5 - 6 hours,2,Once per week,"Tea, Coffee",0 oz,>15
181,CS10C,Junior,1,CS major,3.67 - 4.0,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",3,30 - 45 minutes,6 - 7 hours,3,I don't consume them at all,Coffee,0 oz,>15
182,CS10C,Junior,0,Data Science major,3.34 - 3.66,18 - 20,Male,2 - 3 hours,3 - 4 times,4,0 - 15 minutes,5 - 6 hours,3,I don't consume them at all,None,0 oz,>15
183,CS10C,Freshman,0,CS major,3.67 - 4.0,Younger than 18,Male,More than 5+ hours,5 - 6 times,4,0 - 15 minutes,7 - 8 hours,4,I don't consume them at all,None,0 oz,>15
184,CS111,Junior,0,CS major,3.34 - 3.66,18 - 20,Male,0 - 1 hours,"0, I don't go to the gym",3,0 - 15 minutes,6 - 7 hours,3,Once per week,Tea,0 oz,12-15
185,CS10C,Sophomore,0,CS major,3.00 - 3.33,18 - 20,Female,0 - 1 hours,1 - 2 times,3,30 - 45 minutes,4 - 5 hours,2,Once per week,Other,12-24 oz (1 - 2 cups),>15
186,CS111,Sophomore,0,CS major,3.00 - 3.33,18 - 20,Male,4 - 5 hours,3 - 4 times,3,30 - 45 minutes,7 - 8 hours,2,Once per week,Energy drink,25-48 oz (2 - 4 cups),12-15
187,CS10C,Sophomore,0,Other,3.34 - 3.66,18 - 20,Male,0 - 1 hours,3 - 4 times,3,30 - 45 minutes,6 - 7 hours,3,Once per week,Energy drink,25-48 oz (2 - 4 cups),>15
188,CS105,Senior,1,CS major,3.00 - 3.33,20 - 22,Female,2 - 3 hours,1 - 2 times,4,0 - 15 minutes,5 - 6 hours,4,I don't consume them at all,None,0 oz,12-15
189,CS105,Junior,1,CS major,3.00 - 3.33,26+,Male,More than 5+ hours,3 - 4 times,3,60+ minutes,5 - 6 hours,3,I don't consume them at all,None,0 oz,12-15
190,CS10C,Sophomore,0,CS major,3.34 - 3.66,18 - 20,Male,2 - 3 hours,"0, I don't go to the gym",4,15 - 30 minutes,7 - 8 hours,4,I don't consume them at all,Tea,Less than 12 oz (about 1 cup),>15
191,CS10C,Junior,0,Other,3.00 - 3.33,20 - 22,Female,0 - 1 hours,"0, I don't go to the gym",3,45 - 60 minutes,5 - 6 hours,2,Once per week,Coffee,12-24 oz (1 - 2 cups),>15
192,CS10C,Sophomore,0,Data Science major,3.67 - 4.0,18 - 20,Male,2 - 3 hours,"0, I don't go to the gym",3,15 - 30 minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,12-15
193,CS10C,Junior,0,CS major,2.50 - 2.99,20 - 22,Male,2 - 3 hours,1 - 2 times,2,60+ minutes,5 - 6 hours,2,Multiple times per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),12-15
194,CS10C,Sophomore,0,Data Science major,3.67 - 4.0,18 - 20,Female,2 - 3 hours,3 - 4 times,3,15 - 30 minutes,6 - 7 hours,4,Once per day,"Coffee, Energy drink",Less than 12 oz (about 1 cup),12-15
195,CS105,Freshman,0,CS major,3.00 - 3.33,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",3,30 - 45 minutes,6 - 7 hours,3,Once per day,"Energy drink, None",25-48 oz (2 - 4 cups),>15
196,CS10C,Sophomore,0,CEN or EE major,2.50 - 2.99,18 - 20,Female,4 - 5 hours,3 - 4 times,3,30 - 45 minutes,4 - 5 hours,3,Multiple times per week,Coffee,Less than 12 oz (about 1 cup),>15
197,CS10C,Junior,0,CSBA major,3.34 - 3.66,18 - 20,Male,2 - 3 hours,1 - 2 times,4,45 - 60 minutes,5 - 6 hours,2,Multiple times per week,Energy drink,12-24 oz (1 - 2 cups),>15
198,CS10C,Sophomore,0,Data Science major,2.50 - 2.99,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",2,15 - 30 minutes,6 - 7 hours,2,Multiple times per week,"Tea, Coffee",12-24 oz (1 - 2 cups),12-15
199,CS111,Senior,0,Other,3.34 - 3.66,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",2,30 - 45 minutes,6 - 7 hours,2,Once per day,Tea,Less than 12 oz (about 1 cup),>15
200,CS10C,Junior,0,CS major,3.00 - 3.33,20 - 22,Male,4 - 5 hours,3 - 4 times,4,0 - 15 minutes,6 - 7 hours,4,Multiple times per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
201,CS111,Senior,0,Mathematics major,Prefer not to say,20 - 22,Male,2 - 3 hours,"0, I don't go to the gym",1,30 - 45 minutes,4 - 5 hours,1,Multiple times per week,"Coffee, Energy drink",12-24 oz (1 - 2 cups),12-15
202,CS10C,Sophomore,0,CS major,3.34 - 3.66,18 - 20,Male,2 - 3 hours,5 - 6 times,5,15 - 30 minutes,7 - 8 hours,4,Once per week,Coffee,Less than 12 oz (about 1 cup),12-15
203,"CS105, CS10C",Senior,1,Data Science major,3.00 - 3.33,20 - 22,Male,4 - 5 hours,1 - 2 times,5,0 - 15 minutes,7 - 8 hours,3,Multiple times per week,"Coffee, Energy drink",Less than 12 oz (about 1 cup),>15
204,CS10C,Sophomore,0,CS major,Prefer not to say,18 - 20,Female,2 - 3 hours,"0, I don't go to the gym",3,60+ minutes,6 - 7 hours,2,Once per week,"Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
205,CS10C,Junior,0,CS major,3.00 - 3.33,20 - 22,Male,2 - 3 hours,3 - 4 times,3,0 - 15 minutes,5 - 6 hours,4,I don't consume them at all,None,0 oz,>15
206,CS105,Junior,0,CS major,3.00 - 3.33,20 - 22,Male,0 - 1 hours,1 - 2 times,3,15 - 30 minutes,4 - 5 hours,4,Once per day,"Tea, Coffee",12-24 oz (1 - 2 cups),12-15
207,CS111,Junior,0,Other,3.67 - 4.0,20 - 22,Female,4 - 5 hours,3 - 4 times,3,30 - 45 minutes,7 - 8 hours,4,Once per day,"Tea, Coffee",12-24 oz (1 - 2 cups),>15
208,CS10C,Sophomore,0,CS major,3.00 - 3.33,18 - 20,Prefer not to say,2 - 3 hours,"0, I don't go to the gym",3,0 - 15 minutes,7 - 8 hours,4,I don't consume them at all,None,0 oz,>15
209,CS105,Sophomore,0,CS major,2.50 - 2.99,20 - 22,Male,Prefer not to say,5 - 6 times,5,15 - 30 minutes,6 - 7 hours,4,Multiple times per week,Energy drink,Less than 12 oz (about 1 cup),12-15
210,CS10C,Sophomore,0,CSBA major,3.00 - 3.33,18 - 20,Female,0 - 1 hours,1 - 2 times,2,15 - 30 minutes,5 - 6 hours,2,Once per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
211,CS10C,Junior,0,CSBA major,3.00 - 3.33,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",3,0 - 15 minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,>15
212,CS10C,Junior,1,Mathematics major,2.50 - 2.99,26+,Female,2 - 3 hours,"0, I don't go to the gym",3,15 - 30 minutes,5 - 6 hours,2,Once per day,Other,25-48 oz (2 - 4 cups),<12
213,CS10C,Junior,1,CS major,Prefer not to say,20 - 22,Male,More than 5+ hours,5 - 6 times,3,30 - 45 minutes,5 - 6 hours,3,Multiple times per week,"Coffee, Energy drink",12-24 oz (1 - 2 cups),12-15
214,CS10C,Junior,1,CSBA major,Prefer not to say,24 - 26,Male,More than 5+ hours,5 - 6 times,4,30 - 45 minutes,6 - 7 hours,4,Multiple times per week,"Tea, Energy drink",12-24 oz (1 - 2 cups),12-15
215,CS10C,Sophomore,0,CS major,3.00 - 3.33,18 - 20,Male,4 - 5 hours,3 - 4 times,3,15 - 30 minutes,5 - 6 hours,3,Multiple times per week,Coffee,Less than 12 oz (about 1 cup),12-15
216,CS10C,Junior,0,CEN or EE major,3.34 - 3.66,20 - 22,Male,2 - 3 hours,1 - 2 times,4,30 - 45 minutes,6 - 7 hours,4,I don't consume them at all,None,0 oz,>15
217,CS105,Senior,0,Other,3.34 - 3.66,20 - 22,Male,Prefer not to say,"0, I don't go to the gym",3,60+ minutes,5 - 6 hours,3,Multiple times per week,Tea,Less than 12 oz (about 1 cup),>15
218,CS105,Senior,0,CS major,3.34 - 3.66,20 - 22,Male,More than 5+ hours,3 - 4 times,2,15 - 30 minutes,7 - 8 hours,2,Once per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),>15
219,CS10C,Senior,0,Mathematics major,3.00 - 3.33,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",3,15 - 30 minutes,5 - 6 hours,2,Once per day,"Tea, Coffee, Energy drink",25-48 oz (2 - 4 cups),>15
220,CS105,Junior,0,CS major,3.67 - 4.0,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",3,30 - 45 minutes,9 - 10 hours,2,Once per day,Coffee,12-24 oz (1 - 2 cups),>15
221,CS105,Junior,0,Other,2.50 - 2.99,20 - 22,Male,More than 5+ hours,3 - 4 times,3,15 - 30 minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,12-15
222,CS105,Junior,0,Other,3.34 - 3.66,18 - 20,Female,2 - 3 hours,"0, I don't go to the gym",3,60+ minutes,6 - 7 hours,3,Multiple times per week,Coffee,12-24 oz (1 - 2 cups),12-15
223,CS105,Senior,0,Other,3.67 - 4.0,22 - 24,Male,0 - 1 hours,1 - 2 times,4,15 - 30 minutes,7 - 8 hours,4,Once per week,Tea,Less than 12 oz (about 1 cup),>15
224,CS105,Senior,0,CS major,3.00 - 3.33,20 - 22,Male,0 - 1 hours,"0, I don't go to the gym",4,30 - 45 minutes,7 - 8 hours,3,,Tea,0 oz,>15
225,CS105,Senior,0,Data Science major,3.00 - 3.33,20 - 22,Male,2 - 3 hours,1 - 2 times,4,15 - 30 minutes,7 - 8 hours,4,Once per day,Tea,12-24 oz (1 - 2 cups),>15
226,CS111,Sophomore,0,Data Science major,3.67 - 4.0,18 - 20,Male,More than 5+ hours,3 - 4 times,2,45 - 60 minutes,5 - 6 hours,1,Once per day,"Tea, Coffee, Energy drink",49-72 oz (4 - 6 cups),12-15
227,CS111,Junior,1,CS major,3.67 - 4.0,18 - 20,Male,2 - 3 hours,1 - 2 times,3,15 - 30 minutes,4 - 5 hours,3,Once per week,Other,Less than 12 oz (about 1 cup),>15
228,CS105,Senior,0,Other,2.50 - 2.99,20 - 22,Female,4 - 5 hours,1 - 2 times,2,60+ minutes,5 - 6 hours,3,Multiple times per week,"Tea, Coffee, Energy drink",12-24 oz (1 - 2 cups),>15
229,CS105,Junior,0,Data Science major,3.00 - 3.33,20 - 22,Male,More than 5+ hours,3 - 4 times,5,30 - 45 minutes,4 - 5 hours,3,I don't consume them at all,None,0 oz,>15
230,CS111,Senior,0,CEN or EE major,2.50 - 2.99,22 - 24,Male,2 - 3 hours,1 - 2 times,4,45 - 60 minutes,6 - 7 hours,3,Once per week,Other,12-24 oz (1 - 2 cups),12-15
231,CS105,Senior,0,CS major,3.67 - 4.0,18 - 20,Female,0 - 1 hours,"0, I don't go to the gym",3,30 - 45 minutes,5 - 6 hours,2,Once per week,"Tea, Coffee, Energy drink",Less than 12 oz (about 1 cup),>15
232,CS105,Senior,1,CS major,3.00 - 3.33,20 - 22,Prefer not to say,0 - 1 hours,"0, I don't go to the gym",3,15 - 30 minutes,6 - 7 hours,3,I don't consume them at all,None,0 oz,>15
233,CS105,Junior,0,CS major,3.67 - 4.0,18 - 20,Male,More than 5+ hours,3 - 4 times,5,30 - 45 minutes,6 - 7 hours,5,I don't consume them at all,None,0 oz,>15
234,"CS105, CS111",Senior,0,Other,3.67 - 4.0,20 - 22,Female,4 - 5 hours,1 - 2 times,4,15 - 30 minutes,6 - 7 hours,3,Multiple times per week,"Tea, Coffee",Less than 12 oz (about 1 cup),>15
235,CS105,Senior,0,CS major,2.50 - 2.99,20 - 22,Male,More than 5+ hours,More than 6 times,1,0 - 15 minutes,6 - 7 hours,1,Once per day,"Tea, Coffee",More than 72 oz (over 6 cups),>15
236,CS105,Sophomore,0,CS major,2.50 - 2.99,18 - 20,Male,2 - 3 hours,1 - 2 times,4,0 - 15 minutes,5 - 6 hours,3,Multiple times per week,Coffee,Less than 12 oz (about 1 cup),>15
237,CS10C,Sophomore,0,Data Science major,3.34 - 3.66,18 - 20,Male,0 - 1 hours,"0, I don't go to the gym",3,0 - 15 minutes,8 - 9 hours,3,Multiple times per week,"Tea, Coffee",Less than 12 oz (about 1 cup),>15
238,CS105,Senior,0,Data Science major,3.00 - 3.33,20 - 22,Male,More than 5+ hours,5 - 6 times,3,30 - 45 minutes,5 - 6 hours,3,Once per day,"Tea, Energy drink",12-24 oz (1 - 2 cups),12-15
